seq_index,start_position,end_position,is_reversed_complement
11024,85,92,0
11024,107,114,0
11024,123,130,0
13391,40,47,0
13391,62,69,0
13391,78,85,0
8242,58,65,0
8242,80,87,0
8242,96,103,0
5081,118,125,0
5081,140,147,0
5081,156,163,0
1017,66,73,0
1017,88,95,0
1017,104,111,0
3527,66,73,0
3527,88,95,0
3527,104,111,0
4931,82,89,0
4931,104,111,0
4931,120,127,0
12073,79,86,0
12073,101,108,0
12073,117,124,0
1937,53,60,0
1937,75,82,0
1937,91,98,0
336,50,57,0
336,72,79,0
336,88,95,0
13444,90,97,0
13444,112,119,0
13444,128,135,0
3383,11,18,0
3383,33,40,0
3383,49,56,0
4449,46,53,0
4449,68,75,0
4449,84,91,0
2674,3,10,0
2674,25,32,0
2674,41,48,0
835,95,102,0
835,117,124,0
835,133,140,0
6742,69,76,0
6742,91,98,0
6742,107,114,0
7088,109,116,0
7088,131,138,0
7088,147,154,0
11799,92,99,0
11799,114,121,0
11799,130,137,0
7137,18,25,0
7137,40,47,0
7137,56,63,0
13311,56,63,0
13311,78,85,0
13311,94,101,0
4862,75,82,0
4862,97,104,0
4862,113,120,0
3240,116,123,0
3240,138,145,0
3240,154,161,0
10198,84,91,0
10198,106,113,0
10198,122,129,0
2521,106,113,0
2521,128,135,0
2521,144,151,0
11613,45,52,0
11613,67,74,0
11613,83,90,0
7183,93,100,0
7183,115,122,0
7183,131,138,0
6648,55,62,0
6648,77,84,0
6648,93,100,0
4983,86,93,0
4983,108,115,0
4983,124,131,0
12943,54,61,0
12943,76,83,0
12943,92,99,0
9230,26,33,0
9230,48,55,0
9230,64,71,0
2934,15,22,0
2934,37,44,0
2934,53,60,0
2934,71,78,0
2934,93,100,0
2934,109,116,0
2854,61,68,0
2854,83,90,0
2854,99,106,0
169,24,31,0
169,46,53,0
169,62,69,0
4051,40,47,0
4051,62,69,0
4051,78,85,0
8876,120,127,0
8876,142,149,0
8876,158,165,0
12792,83,90,0
12792,105,112,0
12792,121,128,0
1652,95,102,0
1652,117,124,0
1652,133,140,0
13428,74,81,0
13428,96,103,0
13428,112,119,0
13428,76,83,0
13428,98,105,0
13428,114,121,0
4481,63,70,0
4481,85,92,0
4481,101,108,0
1296,47,54,0
1296,69,76,0
1296,85,92,0
11797,111,118,0
11797,133,140,0
11797,149,156,0
3896,11,18,0
3896,33,40,0
3896,49,56,0
13518,59,66,0
13518,81,88,0
13518,97,104,0
11380,110,117,0
11380,132,139,0
11380,148,155,0
5621,70,77,0
5621,92,99,0
5621,108,115,0
12853,31,38,0
12853,53,60,0
12853,69,76,0
3301,58,65,0
3301,80,87,0
3301,96,103,0
6250,56,63,0
6250,78,85,0
6250,94,101,0
2684,106,113,0
2684,128,135,0
2684,144,151,0
5534,57,64,0
5534,79,86,0
5534,95,102,0
203,66,73,0
203,88,95,0
203,104,111,0
7370,116,123,0
7370,138,145,0
7370,154,161,0
10643,82,89,0
10643,104,111,0
10643,120,127,0
10643,120,127,0
10643,142,149,0
10643,158,165,0
3000,11,18,0
3000,33,40,0
3000,49,56,0
3746,38,45,0
3746,60,67,0
3746,76,83,0
4978,71,78,0
4978,93,100,0
4978,109,116,0
8846,3,10,0
8846,25,32,0
8846,41,48,0
8846,32,39,0
8846,54,61,0
8846,70,77,0
11333,107,114,0
11333,129,136,0
11333,145,152,0
3534,51,58,0
3534,73,80,0
3534,89,96,0
8039,55,62,0
8039,77,84,0
8039,93,100,0
