seq_index,start_position,end_position,is_reversed_complement
4985,53,58,0
4985,59,64,0
1702,9,14,0
1702,15,20,0
7684,15,20,0
7684,21,26,0
184,7,12,0
184,13,18,0
6705,43,48,0
6705,49,54,0
4737,68,73,0
4737,74,79,0
4050,28,33,0
4050,34,39,0
5936,30,35,0
5936,36,41,0
586,26,31,0
586,32,37,0
1044,35,40,0
1044,41,46,0
3791,39,44,0
3791,45,50,0
5586,54,59,0
5586,60,65,0
3042,36,41,0
3042,42,47,0
5963,18,23,0
5963,24,29,0
5840,33,38,0
5840,39,44,0
5118,33,38,0
5118,39,44,0
1713,34,39,0
1713,40,45,0
3321,11,16,0
3321,17,22,0
7364,25,30,0
7364,31,36,0
1042,40,45,0
1042,46,51,0
5144,73,78,0
5144,79,84,0
5725,5,10,0
5725,11,16,0
326,11,16,0
326,17,22,0
5906,15,20,0
5906,21,26,0
1998,33,38,0
1998,39,44,0
1812,11,16,0
1812,17,22,0
7552,42,47,0
7552,48,53,0
4293,19,24,0
4293,25,30,0
5081,26,31,0
5081,32,37,0
6675,48,53,0
6675,54,59,0
4234,16,21,0
4234,22,27,0
3076,44,49,0
3076,50,55,0
7851,8,13,0
7851,14,19,0
5518,58,63,0
5518,64,69,0
1206,25,30,0
1206,31,36,0
1251,31,36,0
1251,37,42,0
5601,36,41,0
5601,42,47,0
7130,39,44,0
7130,45,50,0
2344,56,61,0
2344,62,67,0
1504,8,13,0
1504,14,19,0
1204,48,53,0
1204,54,59,0
4728,57,62,0
4728,63,68,0
2807,46,51,0
2807,52,57,0
80,11,16,0
80,17,22,0
3659,16,21,0
3659,22,27,0
3659,30,35,0
3659,36,41,0
7880,45,50,0
7880,51,56,0
1419,50,55,0
1419,56,61,0
4109,51,56,0
4109,57,62,0
7216,34,39,0
7216,40,45,0
5332,48,53,0
5332,54,59,0
1327,55,60,0
1327,61,66,0
276,44,49,0
276,50,55,0
1416,33,38,0
1416,39,44,0
7057,19,24,0
7057,25,30,0
2163,25,30,0
2163,31,36,0
1400,46,51,0
1400,52,57,0
5360,68,73,0
5360,74,79,0
4369,17,22,0
4369,23,28,0
5273,24,29,0
5273,30,35,0
2744,15,20,0
2744,21,26,0
3161,72,77,0
3161,78,83,0
5296,63,68,0
5296,69,74,0
5926,19,24,0
5926,25,30,0
7138,32,37,0
7138,38,43,0
5421,68,73,0
5421,74,79,0
5152,47,52,0
5152,53,58,0
7841,52,57,0
7841,58,63,0
4400,37,42,0
4400,43,48,0
5275,43,48,0
5275,49,54,0
4272,14,19,0
4272,20,25,0
5234,14,19,0
5234,20,25,0
1454,35,40,0
1454,41,46,0
5186,7,12,0
5186,13,18,0
5895,29,34,0
5895,35,40,0
7033,64,69,0
7033,70,75,0
3660,20,25,0
3660,26,31,0
1640,63,68,0
1640,69,74,0
1556,72,77,0
1556,78,83,0
6287,45,50,0
6287,51,56,0
353,32,37,0
353,38,43,0
3948,73,78,0
3948,79,84,0
113,46,51,0
113,52,57,0
7256,11,16,0
7256,17,22,0
621,11,16,0
621,17,22,0
4027,12,17,0
4027,18,23,0
4253,60,65,0
4253,66,71,0
5,30,35,0
5,36,41,0
4845,18,23,0
4845,24,29,0
7733,36,41,0
7733,42,47,0
7054,64,69,0
7054,70,75,0
3684,54,59,0
3684,60,65,0
2508,67,72,0
2508,73,78,0
3226,67,72,0
3226,73,78,0
200,5,10,0
200,11,16,0
5014,20,25,0
5014,26,31,0
5262,68,73,0
5262,74,79,0
4098,37,42,0
4098,43,48,0
5133,33,38,0
5133,39,44,0
5883,36,41,0
5883,42,47,0
2145,14,19,0
2145,20,25,0
3092,30,35,0
3092,36,41,0
7050,29,34,0
7050,35,40,0
3962,24,29,0
3962,30,35,0
4371,44,49,0
4371,50,55,0
1723,71,76,0
1723,77,82,0
6907,40,45,0
6907,46,51,0
3469,57,62,0
3469,63,68,0
1248,69,74,0
1248,75,80,0
7059,15,20,0
7059,21,26,0
7273,14,19,0
7273,20,25,0
5530,23,28,0
5530,29,34,0
6114,32,37,0
6114,38,43,0
1845,46,51,0
1845,52,57,0
6642,44,49,0
6642,50,55,0
6642,64,69,0
6642,70,75,0
4532,62,67,0
4532,68,73,0
3258,58,63,0
3258,64,69,0
6447,22,27,0
6447,28,33,0
1008,25,30,0
1008,31,36,0
5372,40,45,0
5372,46,51,0
614,55,60,0
614,61,66,0
7481,65,70,0
7481,71,76,0
1255,8,13,0
1255,14,19,0
6062,12,17,0
6062,18,23,0
5672,5,10,0
5672,11,16,0
4746,5,10,0
4746,11,16,0
2376,60,65,0
2376,66,71,0
5319,16,21,0
5319,22,27,0
7139,7,12,0
7139,13,18,0
5469,43,48,0
5469,49,54,0
3606,13,18,0
3606,19,24,0
5506,10,15,0
5506,16,21,0
1638,27,32,0
1638,33,38,0
7123,22,27,0
7123,28,33,0
7550,27,32,0
7550,33,38,0
